Close,Volume,12-Month Inflation,Mean,Unemployment,Interest rates
172.5,29100,8.98,123.8912,4.9,8.75
172.5,24100,8.98,123.8353,4.9,8.75
171.5,546300,8.98,123.7794,4.9,8.75
171.5,546300,8.98,123.7794,4.9,8.75
172.0,35300,8.98,123.7176,4.9,8.75
172.0,35300,8.98,123.7176,4.9,8.75
172.0,35300,8.98,123.7176,4.9,8.75
171.0,516500,8.98,123.6471,4.9,8.75
174.0,29900,8.98,123.5882,4.9,8.75
175.0,27900,8.98,123.5471,4.9,8.75
175.0,5800,8.98,123.4824,4.9,8.75
175.0,185200,8.98,123.4412,4.9,8.75
170.0,7300,8.98,123.4235,4.9,8.75
170.0,11900,9.06,123.3735,4.9,8.75
170.0,11900,9.06,123.3735,4.9,8.75
167.0,13000,9.06,123.3294,4.9,8.75
167.0,51200,9.06,123.2588,4.9,8.75
167.0,51200,9.06,123.2588,4.9,8.75
167.0,51200,9.06,123.2588,4.9,8.75
166.0,474400,9.06,123.2088,4.9,8.75
168.0,80400,9.06,123.1647,4.9,8.75
168.0,80400,9.06,123.1647,4.9,8.75
168.0,80400,9.06,123.1647,4.9,8.75
168.0,80400,9.06,123.1647,4.9,8.75
165.5,443200,9.06,123.1441,4.9,8.75
165.5,443200,9.06,123.1441,4.9,8.75
165.5,443200,9.06,123.1441,4.9,8.75
165.25,323400,9.06,123.0941,4.9,8.75
165.25,323400,9.06,123.0941,4.9,8.75
165.25,323400,9.06,123.0941,4.9,8.75
165.75,24200,9.06,123.0471,4.9,8.75
166.0,74300,9.06,122.9882,4.9,8.75
166.0,74300,9.06,122.9882,4.9,8.75
166.0,302900,9.06,122.9412,4.9,8.75
168.0,338300,9.06,122.8971,4.9,8.75
165.5,649900,9.06,122.8382,4.9,8.75
166.0,74700,9.06,122.7912,4.9,8.75
167.0,9600,9.06,122.7382,4.9,8.75
165.0,21300,9.06,122.6853,4.9,8.75
165.0,21300,9.06,122.6853,4.9,8.75
166.0,113000,9.06,122.6324,4.9,8.75
162.5,8300,9.06,122.5912,4.9,8.75
164.5,21900,9.06,122.5324,4.9,8.75
164.5,21900,9.06,122.5324,4.9,8.75
164.25,36700,9.06,122.5,4.9,8.75
