text,date,No_of_likes,No_of_tweets
"📽️ TIM OBOH MID-SEASON HIGHLIGHTS 🚨 Check out the best plays so far from 3⃣x EABL player of the week and dominate big man Tim Oboh.  Class 2024 - Recruitment is open, has D1 interest - Looking for an academic college to play at next season. 🎞️🔗https://youtu.be/dv5xBvhat8I?si=gGDkOVvlrJnrM3vS",2023-12-28 10:45:00+00:00,10,0
"just close keroche and eabl , you will see great results",2023-12-28 10:00:00+00:00,0,0
"Basketball England Academy and GB U18 star Tyrese Lacey gives an insight into the US, the UK and life in the EABL 👇  https://ow.ly/u0E950QhiQ8",2023-12-28 09:01:00+00:00,8,0
Kumbe agenda ya Tuktuk twitter nikupata promo na adverts za EABL.,2023-12-28 05:29:00+00:00,9,0
EABL on a budget,2023-12-28 00:38:00+00:00,0,0
Ewan Platford 6”4 Shooting Guard/Point Guard 6”6 wingspan 3.4gpa Played in the EABL (UK) 10ppg 5.2rpg 2.5apg 2.2spg 0.5bpg 35% from 3 36” vertical,2023-12-28 00:33:00+00:00,1,0
Ewan Platford 6”4 Shooting Guard/Point Guard 6”6 wingspan 3.4 gpa  Played in the EABL (UK) 10ppg 5.2rpg 2.5apg 2.2stl 35% from 3,2023-12-27 22:41:00+00:00,0,0
Waragi ya eabl,2023-12-27 19:14:00+00:00,1,0
Mimi siwes piga tei haijatoka eabl,2023-12-27 18:11:00+00:00,0,0
"There is this guy on tiktok doing amazing videos with tusker from  @EABL_PLC ,",2023-12-27 12:59:00+00:00,1,0
Ewan Platford 6”4 Shooting Guard/Point Guard 6”6 Wingspan 3.4gpa 4 years eligibility  Played in the EABL(UK) 10ppg 5rpg 2.5apg 35% from 3,2023-12-27 12:45:00+00:00,1,0
Mzee eabl won't close shop any time soon. Not when they are making slightly over 20 billion in pure profits after taxes and dividends etc 😂😂walevi ni tens of millions.,2023-12-27 10:53:00+00:00,0,0
37/50 EABL gained 2.7%w/w to KES 114.00 in part attributable to its 5.6% gain on Friday breaking a seven-day bear run that saw the counter print an all-time low of KES 108.00. BOC was a surprise top mover on a USD 258.1K turnover print. https://sokodirectory.com/2023/12/markets-warmed-up-to-christmas-edging-upward-by-56-1/,2023-12-27 09:45:00+00:00,0,0
"A buy recommendation for EABL this midweek on the @dsetanzania having had the last price trade of TZS 1 860 with the then change of 4.49% ,won't do you bad for today's trading session at the Bourse |",2023-12-27 07:49:00+00:00,1,1
C/O 2023 Shooting Guard/Point Guard  6”4  6”6 wingspan  Played in the EABL (UK) NextUp Recruitment Top 40 recruit,2023-12-26 20:01:00+00:00,1,1
Daniel Laycock 6’3 (6’6 wingspan) co2025 mid season highlights:NBL u18/EABL 12.5 ppg 3.3apg 2.4stls @JustinPecka @JO_CoachMutch @CamFlabel @TopPreps @KhristianSmith_ @JucoRecruiting @SLCCbasketball @FloridaTechMBB @HPU_MBB @UVUmbb @TheUncommitted0 @FGC_AD @CoachHReed @coachjnak,2023-12-26 18:26:00+00:00,7,0
Mid season highlights- EABL/ NBL D2,2023-12-26 17:41:00+00:00,1,0
I’m at some house party but you’d think my guys at EABL are sponsoring 🙌🏾,2023-12-26 16:55:00+00:00,4,0
"My apologies Balozi Lager, I wasn't familiar with your game @EABL_PLC",2023-12-26 16:52:00+00:00,0,0
Biggest brewery is owned by EABL,2023-12-26 16:51:00+00:00,1,0
@EABL_PLC you have a missed call,2023-12-26 16:13:00+00:00,0,0
When Barking bagged the EABL Crown 👑,2023-12-26 15:00:00+00:00,12,0
Mnataka @EABL_PLC  ianguke??,2023-12-26 13:04:00+00:00,0,0
Yeah pahali tuligrow hapo eabl zilikua kibao sai ni expe sana most likely,2023-12-26 12:58:00+00:00,1,1
"African governments are controlled by Western imperialists and capitalists who own the companies you see around. From Delmonte, Vodacom (safaricom), Diageo (EABL), Meta, Coca-Cola, Pespsi, Microsoft, Google, IMF, World Bank, etc. They empoverish you through your governments.",2023-12-26 12:48:00+00:00,1,1
EABL has been stealing ideas from the castle days to no added sugar keroche beer now kenyan originals,2023-12-26 11:47:00+00:00,0,0
"@EABL_PLC nonpromotions, yaani they killed s whole department....",2023-12-26 11:05:00+00:00,1,0
📽️ Mid-Season Highlights - Canterbury Academy🎞️ Check out the best plays so far for The Canterbury Academy in the EABL and National Leagues. #FinalCrusade https://youtu.be/f8VZ75FZQd0,2023-12-26 10:30:00+00:00,4,0
"Niko na security manager wa Eabl hapa, naona ako na crate mzima tukutumie ngapi😂",2023-12-26 04:43:00+00:00,1,1
Lord of EABL Paid Partnerships Locate me next year🙏  I will improve on my IG content😭😭,2023-12-25 15:10:00+00:00,23,1
@EABL_PLC #ItsAWonderfulLife   Shot on iPhone 7 #iphone @Apple,2023-12-25 13:53:00+00:00,0,1
🤣🤣🤣 Number 15 is very important. Hotel industry relies on it heavily plus EABL,2023-12-25 13:45:00+00:00,4,0
"EABL wanafaa kutumia hii video kwa advertisement, itaconvince wengi 😂",2023-12-25 09:44:00+00:00,1,0
So this is the trick ..And the EABL keg tastes so good .. Hangover free too,2023-12-25 09:34:00+00:00,20,1
Toka my boy johny anunue pump na mtungi ya keg I have never visited a wines to purchase liquor. Unatokea tu na 4k mnajaziwa mtungi ya black keg hapo kwa depot ya eabl alafu mnalewa three consecutive days 😭,2023-12-25 06:32:00+00:00,505,15
The liquor shop at eabl head office has really good prices and is open to the public. Especially on spirits.,2023-12-25 05:35:00+00:00,0,2
"Watched #TTS2023  Was there for trad carols, even jazzed at Kenyanisation. Nyambura can sing!  There was effort on wardrobe. Lighting was not for TV but sound was dope.  Non-carols threw me off, 50/50. Eabl as sponsor was jarring. Overdone face beat due to Mac sponsoring, nah.",2023-12-24 20:12:00+00:00,1,0
"Mid-season highlights EABL , NBL D2 , D3 and EYBL  - @My_bball   EABL stats  2.9 points per game  1.4 assists per game  3 rebounds per game   @ExpoHoops @TheUncommitted0 @JUCOadvocate @JucoRecruiting @GBailey_Kuyper @HoopsBuckman @MayesCoach @Coach_Sikes10",2023-12-24 15:50:00+00:00,8,2
EABL distributor wa hizi route ameangusha biashara . No beer Hadi sahi,2023-12-24 15:34:00+00:00,0,0
@omwanaballer @JoshuaAgaba_ doesn’t EABL consult guys??🤣🤣,2023-12-24 13:07:00+00:00,2,1
"From next year sitakua nabuy tei kwa supermarket or wines&spirits,ntakua naenda EABL nabuy original drinks. So help me God.",2023-12-24 11:07:00+00:00,28,1
The same shit EABL pulled on Keroche.,2023-12-23 21:45:00+00:00,0,1
EABL makes more money than Safaricom. Thats crazy !,2023-12-23 10:06:00+00:00,0,1
"EABL hata wameongeza working hours because demand iko juu already, let's try again next year",2023-12-23 04:28:00+00:00,0,0
Hello @EABL_PLC ni kama msha ni convince,2023-12-23 00:55:00+00:00,2,0
Here Are Your #EABL Mid-Season Top 20 Scoring Leaders @academybballeng.  Who’s Impressed You‼️   #britishbasketball #EABL,2023-12-22 19:12:00+00:00,6,0
"Condescending! EABL and the likes should sue, lol. Kila mtu atupe focus kwake. Imagine kuambiwa vile utafanya na pesa zako kidogo na mtu hata hakujui. Fagia kwako!",2023-12-22 19:03:00+00:00,0,0
Maneno ya pombe wachia EABL wewe shughulika na injili/kanisa,2023-12-22 17:55:00+00:00,0,0
How will EABL and others pay taxes and pay salaries ? 🤔,2023-12-22 15:15:00+00:00,0,0
We must keep eabl in business.  Your office is funded with beer taxes.,2023-12-22 12:20:00+00:00,0,0
Go tell EABL that sweet gospel,2023-12-22 11:49:00+00:00,0,0
Funga EABL et al basi....,2023-12-22 11:19:00+00:00,0,0
Huko ni wapi inauzwa 720? Juu hata EABL hatuuziwi hivyo,2023-12-22 11:10:00+00:00,0,1
Some suggestions are just weird. EABL is not a cathedral!,2023-12-22 11:06:00+00:00,0,0
Great to see another of our alumni performing in EABL. Keep going George. 💪👏 ♥️🌩️🏀,2023-12-22 10:25:00+00:00,9,0
